pmt_term,home_type,revolving_balance,total_inquires,total_account,grade,subgrade,debt_income_ratio,total_delinquency,application_type,loan_status
59,0,3705,0,24,3,9,32.83218021,0,0,0
59,0,26687,0,21,5,34,19.3304019,0,0,0
59,1,2865,0,16,2,35,34.70679498,1,0,0
59,2,2569,0,36,3,20,30.62351227,0,0,0
58,1,2689,0,12,7,21,12.05131572,0,0,0
59,0,9219,0,25,6,29,21.51332497,0,0,0
59,1,5416,0,19,7,17,14.95538227,0,0,0
59,0,8140,0,8,5,26,15.39155688,1,0,0
59,1,18906,0,22,4,23,34.80744313,7,0,0
59,0,32261,0,24,3,32,37.34319328,1,0,0
59,1,3185,0,17,7,34,31.29438183,0,0,0
58,0,3085,0,9,5,25,28.9072889,0,0,0
58,0,3200,0,16,5,24,34.04123576,0,0,0
58,0,819,0,18,6,20,13.69407692,0,0,0
59,0,8105,0,19,5,21,17.24239393,0,0,0
58,1,7567,0,17,6,20,28.33877169,0,0,0
58,1,7493,0,13,6,31,29.86228809,0,0,0
59,1,823,0,15,7,14,23.48217051,0,0,0
58,1,6775,0,13,7,23,10.26746057,0,0,0
58,1,4724,0,23,3,30,14.59428596,7,0,0
58,1,5537,0,12,3,27,19.10496373,0,0,0
59,1,500,1,13,5,20,16.89148936,0,0,0
59,1,5504,0,8,2,21,26.60280308,0,0,0
59,2,909,0,18,4,31,31.57035301,0,0,0
59,0,4950,0,11,5,31,31.14810653,0,0,0
36,0,1585,0,24,4,29,29.8484669,0,0,0
36,1,7455,0,25,6,29,10.89,2,0,0
36,2,7975,0,24,7,33,24.96,0,0,0
36,0,1796,1,22,7,34,18.34,0,0,0
59,1,7609,0,20,5,20,33.53166683,0,0,0
58,1,3260,0,8,4,27,19.62998744,0,0,0
59,1,17845,0,18,7,29,13.7737476,0,0,0
59,1,11418,0,17,5,22,18.59159985,0,0,0
59,0,12622,0,5,3,9,29.79853316,0,0,0
58,1,9899,2,5,6,14,23.67289054,0,0,0
58,0,1092,0,18,3,29,17.41743713,0,0,0
59,1,20521,1,16,5,29,32.79910662,0,0,0
58,0,11894,0,19,6,28,19.77602609,0,0,0
59,0,16076,0,15,6,24,19.01517708,0,0,0
58,1,20784,0,17,5,13,21.5137433,0,0,0
59,0,2405,0,20,4,32,33.88149623,0,0,0
59,2,3008,3,8,6,3,16.61638134,0,0,0
58,0,1325,0,19,5,20,37.27143033,0,0,0
59,0,17614,0,16,6,6,18.8262247,0,0,0
60,1,9093,0,29,4,23,35.25317939,0,0,0
59,1,34416,0,10,6,21,37.15564492,1,0,0
59,0,7638,0,10,6,21,20.58810958,0,0,0
59,1,10601,0,14,7,25,38.81701342,0,0,0
59,1,2777,0,25,3,18,31.30996677,0,0,0
59,1,3553,0,13,5,27,31.04579254,1,0,0
59,1,8175,0,18,7,23,33.39224837,0,0,0
59,1,5674,0,38,7,31,7.282726634,2,0,0
58,1,10368,0,11,6,23,10.029486,2,0,0
58,1,3075,0,26,7,32,8.882996103,0,0,0
58,1,2511,0,10,5,31,15.34516247,1,0,0
59,0,8375,0,4,5,22,25.09631996,0,0,0
58,1,34075,0,9,6,22,23.06902336,7,0,0
59,0,1615,0,19,6,23,8.213445246,1,0,0
36,0,14280,1,21,6,27,29.2,0,0,0
59,0,13092,0,12,7,31,29.50503783,1,0,0
58,0,3903,0,24,5,24,33.65930947,0,0,0
58,0,136,0,11,6,28,17.07188442,0,0,0
58,0,2220,0,12,3,32,28.80934203,0,0,0
59,1,8847,0,7,5,16,19.17383797,0,0,0
58,0,23912,0,18,3,26,24.18827229,0,0,0
59,1,23068,0,17,7,32,33.87891732,1,0,0
58,1,964,0,28,7,19,23.3531686,0,0,0
59,0,6853,0,14,7,34,28.81752137,1,0,0
59,1,2593,0,20,5,16,38.34778719,2,0,0
58,1,1861,0,32,4,25,19.78246062,1,0,0
58,0,2366,0,28,7,18,36.78032709,0,0,0
59,0,751,0,6,5,24,19.7176464,0,0,0
59,1,809,0,4,6,33,24.07909455,0,0,0
59,1,11783,0,27,6,29,30.80115961,1,0,0
58,0,280,0,9,3,24,37.77011977,0,0,0
59,1,12802,0,26,4,22,21.0757042,0,0,0
59,1,24159,0,9,3,16,27.00098783,0,0,0
58,0,9314,1,21,3,28,38.85461079,1,0,0
59,1,2189,0,46,6,34,25.77353836,0,0,0
59,1,52902,0,5,2,10,29.02755635,2,0,0
59,0,224,0,21,4,17,15.62370204,0,0,0
59,0,985,0,22,5,32,32.01225457,0,0,0
59,1,514,0,15,4,13,32.49218044,0,0,0
58,1,15974,0,19,7,18,21.26286735,0,0,0
58,1,1071,0,16,6,14,20.33737593,0,0,0
36,2,17281,0,11,6,29,14.19,0,0,0
58,1,456,0,12,5,26,9.131541813,0,0,0
36,1,22039,0,11,5,21,10.15,0,0,0
58,1,2590,0,22,7,26,34.95845765,2,0,0
58,0,295,0,13,4,23,28.3427774,0,0,0
59,2,2217,0,8,5,32,35.29198457,0,0,0
59,0,8024,0,21,6,17,35.89308267,0,0,0
59,0,8467,1,7,5,32,9.868395516,0,0,0
59,2,158,0,19,5,11,31.81249162,0,0,0
58,0,11678,0,6,5,27,38.26082931,1,0,0
59,1,16892,0,17,3,31,15.77520149,0,0,0
60,0,4127,0,14,4,20,5.49,0,0,0
59,2,464,0,24,1,21,17.72209455,1,0,0
58,2,4968,0,23,4,14,32.02890613,0,0,0
59,2,784,0,20,5,21,30.43705032,0,0,0
59,1,574,0,25,6,35,19.56007184,0,0,0
59,1,45178,0,18,5,25,38.05590173,0,0,0
36,0,3145,0,24,5,25,11.57,0,0,0
58,1,4243,0,21,7,19,26.49340737,0,0,0
36,0,7124,2,26,5,25,26.64,0,0,0
59,1,1113,0,15,6,27,13.67419469,0,0,0
59,0,8475,0,16,2,19,24.17745576,1,0,0
58,0,3475,0,22,3,22,34.9539747,1,0,0
58,0,3244,0,21,6,21,27.64073328,0,0,0
59,0,8526,0,21,7,10,23.40063178,1,0,0
59,1,3237,0,14,5,10,28.55156485,1,0,0
59,1,9662,0,23,4,25,27.98927731,0,0,0
58,0,5977,0,11,7,14,15.86351627,2,0,0
59,1,18876,0,5,3,28,15.77824887,0,0,0
58,0,5564,0,24,6,26,10.78413197,1,0,0
59,0,2185,0,18,7,4,29.05547772,0,0,0
59,1,42480,0,23,2,27,9.436180341,0,0,0
59,0,4444,0,27,6,27,30.05991545,0,0,0
59,1,767,0,23,5,24,27.4381199,0,0,0
60,2,1861,0,31,5,25,22.51,0,0,0
58,0,4181,0,19,6,21,30.91222405,0,0,0
59,1,1991,0,25,6,4,28.22575195,0,0,0
59,0,2160,0,4,3,15,12.66397897,0,0,0
36,1,23085,0,26,4,20,19.45,0,0,0
58,1,7744,0,22,5,13,20.16823391,0,0,0
59,2,10412,0,13,7,22,24.53740879,0,0,0
59,1,7306,0,15,6,20,22.51380844,0,0,0
59,1,20593,0,19,3,22,29.97062207,1,0,0
59,0,922,0,7,4,26,15.46511516,0,0,0
36,0,9565,0,34,6,28,26.64,0,0,0
59,1,5012,1,18,5,28,12.6106697,1,0,0
59,1,11861,0,19,7,25,23.25709788,1,0,0
59,0,2696,0,19,5,3,19.63426649,0,0,0
59,2,501,0,10,7,26,39.624746,0,0,0
59,0,9250,0,22,5,33,20.20070913,1,0,0
36,1,17228,1,28,4,19,24.89,0,0,0
60,0,13231,0,16,4,19,32.99,0,0,0
58,0,612,0,21,2,28,21.71748628,1,0,0
58,0,4250,0,17,2,17,11.35338407,1,0,0
59,1,4161,0,11,7,20,19.34025288,0,0,0
59,0,2305,0,17,4,28,11.10562452,0,0,0
59,1,1458,0,17,4,20,28.38870544,0,0,0
58,0,2061,0,8,3,31,24.98047524,0,0,0
36,1,18784,0,34,6,30,17.92,0,0,0
58,1,802,0,30,7,27,18.86302534,0,0,0
58,2,20933,0,15,2,14,24.42308071,0,0,0
59,1,4454,0,20,3,24,33.94723142,0,0,0
58,1,7344,0,11,7,23,28.41877555,1,0,0
58,1,1114,0,7,7,28,35.57940563,0,0,0
59,1,8993,0,6,4,19,17.05998412,0,0,0
59,1,4630,0,24,7,25,14.64814086,0,0,0
59,1,14675,0,20,3,29,28.66441663,2,0,0
59,2,5186,0,14,4,12,30.55238415,0,0,0
58,0,10139,0,25,5,25,20.39558524,0,0,0
60,2,6592,0,11,6,27,4.79,2,0,0
59,1,19499,0,21,6,25,19.92192965,0,0,0
59,1,6689,0,26,5,32,20.4168325,2,0,0
60,1,18277,0,20,5,22,14.13387417,0,0,0
59,1,6766,1,27,5,31,9.42257109,0,0,0
59,2,9997,0,10,2,28,10.23504023,0,0,0
59,1,2795,1,39,7,20,34.27211415,0,0,0
58,1,5342,0,42,6,26,18.10838779,0,0,0
59,0,2263,0,21,3,24,8.981822091,0,0,0
58,1,3846,0,41,3,11,14.50373818,0,0,0
59,1,4166,0,21,6,26,35.46631698,0,0,0
58,2,2700,1,13,6,7,36.66853497,0,0,0
59,1,1898,0,22,7,13,36.03169025,1,0,0
58,1,6056,0,25,6,28,17.20577998,0,0,0
59,1,16447,0,23,6,21,22.3555653,0,0,0
58,2,1996,0,23,7,25,28.66956375,0,0,0
58,1,4712,0,25,6,30,27.73530472,0,0,0
58,0,831,0,38,5,15,37.27445842,0,0,0
59,0,19333,0,20,3,5,24.33191143,0,0,0
36,0,11728,2,43,5,23,18.36,0,0,0
59,0,1288,0,19,5,17,18.65293131,0,0,0
59,1,16817,0,7,4,34,15.16294826,0,0,0
60,2,13743,0,20,6,29,9.326920417,0,0,0
59,1,4071,0,25,5,14,20.60466756,0,0,0
59,1,2655,0,9,3,13,24.33843202,1,0,0
59,0,8193,0,27,7,29,16.90192863,0,0,0
58,0,10612,0,32,6,20,19.25276288,0,0,0
58,1,2944,0,17,5,14,18.14667566,0,0,0
58,1,7531,0,18,5,14,33.75890862,0,0,0
59,1,8508,0,26,6,5,18.80332154,0,0,0
59,0,9298,0,26,5,16,37.51832924,0,0,0
59,2,6241,0,17,5,29,29.50037014,1,0,0
59,0,201,0,28,6,35,20.57247461,0,0,0
58,0,1765,1,10,7,22,31.87868261,0,0,0
59,0,1876,0,18,3,24,33.62266941,0,0,0
59,1,14862,0,9,7,29,24.41377477,1,0,0
59,1,12515,0,20,6,17,13.96987573,6,0,0
59,1,26746,0,23,6,17,37.38316338,0,0,0
36,1,11088,0,20,6,17,13.35288688,0,0,0
36,1,32878,1,25,6,20,29.36937744,0,0,0
59,1,23407,0,10,6,27,19.58030611,0,0,0
59,2,18474,0,30,5,29,16.73005017,0,0,0
59,2,2280,0,16,7,27,25.63723205,0,0,0
59,0,5470,2,20,6,21,32.17285517,0,0,0
58,0,2464,0,16,5,28,36.32650243,0,0,0
58,1,3356,0,20,5,16,34.44564303,1,0,0
59,1,8810,0,40,6,23,30.00565991,0,0,0
59,2,5552,0,7,6,14,30.65706467,0,0,0
36,0,13146,0,24,4,23,28.56076491,0,0,0
59,2,23055,0,8,4,25,13.79063306,0,0,0
59,0,3322,0,16,4,30,39.3183736,0,0,0
58,0,15682,0,25,5,29,7.927768213,0,0,0
58,0,4025,0,18,5,25,27.99333689,0,0,0
59,1,19847,0,27,4,19,26.26543115,1,0,0
59,1,28480,0,18,6,22,26.27123389,0,0,0
59,2,14416,0,21,1,32,17.55993999,0,0,0
59,1,3307,0,15,5,32,19.77643728,0,0,0
59,1,7268,0,6,6,20,16.84731942,0,0,0
58,1,2058,0,18,6,31,23.10513544,0,0,0
58,2,6191,0,17,5,25,24.05916051,0,0,0
36,1,3621,0,7,4,16,37.01043361,0,0,0
59,1,8626,0,10,6,12,24.1329691,0,0,0
59,0,2520,0,15,5,22,8.760211716,1,0,0
59,1,4722,0,12,5,20,19.38851309,0,0,0
59,0,29819,1,17,7,23,8.72472986,1,0,0
59,1,2685,1,29,7,8,12.24015473,0,0,0
59,0,3602,3,6,3,21,13.40788409,0,0,0
59,1,2402,0,16,6,24,28.59047768,0,0,0
36,0,2976,1,12,4,17,12.52,0,0,0
59,1,2489,0,17,3,3,27.65282101,2,0,0
58,1,11266,0,7,7,8,25.53744416,0,0,0
58,1,6885,0,15,5,16,14.85692763,0,0,0
59,1,1706,2,9,5,17,10.90854585,0,0,0
59,0,16643,1,12,4,33,16.89301707,0,0,0
59,1,11735,0,19,3,25,21.23616474,1,0,0
58,1,6857,2,20,5,24,13.71253542,2,0,0
36,2,6676,1,15,5,21,28.81,0,0,0
59,1,2436,0,7,3,30,39.17739136,1,0,0
36,1,18511,0,9,6,23,23.0538737,2,0,0
58,2,3261,0,19,3,35,37.59614959,0,0,0
36,1,15611,1,30,6,27,33.46,0,0,0
58,1,1943,0,13,5,27,18.98551713,0,0,0
58,1,4738,0,22,7,34,15.79264244,0,0,0
58,1,10932,0,25,2,27,30.41327986,0,0,0
58,1,7476,1,17,2,21,10.90150695,0,0,0
59,1,5005,0,28,3,31,15.68944935,0,0,0
59,0,1771,0,20,4,21,15.78419955,0,0,0
58,0,1125,0,17,6,14,22.5343062,0,0,0
58,1,2027,0,11,5,31,19.45111793,0,0,0
59,0,6789,0,16,6,27,19.43164257,1,0,0
59,0,477,0,19,7,25,32.97070322,0,0,0
59,1,789,0,25,7,26,31.97474026,0,0,0
59,2,5442,0,25,4,29,26.94542894,0,0,0
58,0,9702,0,18,4,4,38.96196422,0,0,0
59,0,3271,0,23,7,26,34.93225543,0,0,0
59,1,9145,0,22,7,4,22.66483951,0,0,0
58,0,18238,0,23,6,20,31.5044535,0,0,0
59,1,9269,0,19,7,29,39.51890587,0,0,0
59,1,1536,0,29,6,23,21.74825525,0,0,0
58,1,432,0,13,5,19,23.18896319,0,0,0
59,1,9151,0,40,5,31,14.83510224,1,0,0
59,0,2027,0,25,7,13,28.43116943,0,0,0
59,1,7892,0,19,5,24,8.438072347,0,0,0
58,1,2885,0,26,5,14,11.61113016,0,0,0
59,1,14743,0,17,2,28,17.88269702,0,0,0
60,0,9754,0,18,6,24,34.78550867,0,0,0
59,1,2331,0,15,6,19,10.76877683,0,0,0
58,0,1950,0,35,5,26,23.02558933,0,0,0
59,1,7293,0,16,6,24,37.55161164,1,0,0
59,1,5386,0,12,7,25,25.56032069,0,0,0
59,1,2396,0,23,7,20,26.90350814,2,0,0
58,2,2114,0,25,7,25,31.22709299,0,0,0
59,0,11034,2,25,5,27,20.14156936,0,0,0
59,1,3748,0,17,5,25,38.40755291,0,0,0
58,1,7568,0,27,6,31,35.94452535,0,0,0
36,1,17524,0,7,7,31,6.47,0,0,0
59,1,844,0,17,7,28,19.59165119,0,0,0
59,1,4047,2,19,7,31,37.79079106,0,0,0
58,1,1767,0,53,4,26,29.74833824,0,0,0
60,1,30179,0,34,5,24,21.09,1,0,0
36,1,48208,0,33,6,29,14.46,0,0,0
58,1,9096,0,25,5,15,23.89611624,0,0,0
58,1,3510,0,15,5,6,31.96874423,0,0,0
59,1,2027,0,19,5,25,35.77233864,7,0,0
58,1,10718,0,20,7,31,29.19180255,1,0,0
36,0,29728,2,17,5,21,15.35,0,0,0
58,1,10043,0,8,4,34,31.45037353,1,0,0
58,0,215,0,10,4,33,29.23447238,0,0,0
36,0,6724,1,8,5,25,16.4,1,0,0
59,1,2515,0,15,1,23,37.44950105,0,0,0
58,1,16964,0,14,6,17,23.8185654,0,0,0
59,1,11809,0,13,6,26,19.34161226,1,0,0
59,1,12528,0,7,6,34,6.292111311,0,0,0
59,2,12057,0,29,5,27,31.98555573,0,0,0
58,0,4670,0,30,2,24,27.61466459,0,0,0
59,2,8985,0,18,7,28,36.9872992,0,0,0
58,0,228,0,14,3,18,15.54287506,0,0,0
59,1,1028,0,23,7,22,29.37751312,0,0,0
59,1,494,0,16,6,17,12.90583846,0,0,0
58,1,7927,0,13,6,24,24.49034847,0,0,0
59,1,14115,0,13,5,30,27.59629558,0,0,0
59,1,6630,0,26,3,31,22.01639948,0,0,0
58,0,1885,1,4,6,17,26.5884701,0,0,0
58,1,1711,0,9,5,30,19.80372795,0,0,0
36,2,3841,3,31,5,22,21.53,0,0,0
59,0,3413,0,29,5,31,23.34011029,0,0,0
58,1,5621,0,12,2,20,21.40063468,0,0,0
36,1,4574,1,31,5,23,16.05,0,0,0
58,0,6880,0,13,6,25,8.718038285,0,0,0
59,1,4487,0,17,4,19,30.56159057,0,0,0
59,0,113,0,28,6,31,27.74234794,0,0,0
59,1,8272,0,26,5,6,25.2244488,0,0,0
59,0,15095,0,15,6,31,13.78327557,0,0,0
58,1,11748,0,12,2,26,35.31928291,0,0,0
58,0,2670,0,14,3,24,15.71362826,0,0,0
59,1,3698,0,24,5,30,25.74474787,0,0,0
59,1,1807,0,21,4,22,10.38729786,1,0,0
59,1,2762,0,17,5,24,14.63253212,0,0,0
58,2,7652,1,13,4,20,21.83971617,0,0,0
59,1,719,0,16,3,22,14.49360512,0,0,0
59,0,5698,1,25,7,27,30.83510583,0,0,0
58,0,2666,0,15,3,29,18.57801086,0,0,0
59,1,7088,1,21,4,11,31.26172682,3,0,0
58,0,9280,0,8,7,29,20.28635629,0,0,0
58,0,3091,0,22,5,23,20.81423551,0,0,0
59,1,10849,0,25,6,27,18.30581328,0,0,0
59,1,1076,0,14,4,22,14.03734486,0,0,0
58,1,4654,0,27,7,12,6.068109335,0,0,0
58,0,12702,0,24,5,15,36.7086071,0,0,0
58,2,15150,0,8,4,27,11.33988456,0,0,0
59,1,3177,0,8,5,13,9.520538475,1,0,0
59,0,9225,0,18,5,18,24.70170807,0,0,0
59,1,2414,0,17,5,22,33.03717817,0,0,0
58,1,4195,0,58,4,30,26.64854593,0,0,0
59,1,3046,0,9,6,28,26.5474253,0,0,0
59,1,2417,0,17,2,16,24.46730725,2,0,0
58,0,1497,0,47,2,31,18.78947991,0,0,0
58,0,7129,0,9,6,31,19.40136704,0,0,0
59,1,23433,1,20,6,18,22.59708353,0,0,0
58,0,9190,0,15,5,34,30.48987527,0,0,0
59,0,2261,0,10,5,35,32.17532248,0,0,0
59,0,958,0,12,7,24,38.52360776,1,0,0
59,0,669,1,23,6,21,26.88346229,0,0,0
59,1,31927,0,20,7,33,26.28443024,2,0,0
58,1,12103,0,33,7,31,14.70820062,0,0,0
59,0,2528,0,18,5,30,17.96756443,0,0,0
59,1,9614,0,21,6,12,9.02348603,0,0,0
59,0,6363,0,10,4,15,23.1305016,0,0,0
59,0,10087,0,23,5,29,20.21917868,1,0,0
58,1,7350,0,19,5,20,34.75571072,0,0,0
59,1,17306,0,14,7,17,14.91224675,0,0,0
59,1,8101,0,8,6,20,16.96240912,0,0,0
59,0,1390,0,17,3,32,10.0053431,0,0,0
36,0,8775,1,18,7,34,8.54,0,0,0
59,1,4878,0,27,6,22,3.279939529,0,0,0
59,1,15281,0,22,4,22,28.26967747,0,0,0
59,0,9270,0,6,7,15,14.36884476,0,0,0
59,1,2672,0,31,4,20,22.63741004,0,0,0
59,0,3140,0,30,5,16,18.57214227,0,0,0
59,0,11854,0,34,5,27,27.56537953,0,0,0
59,1,14532,0,10,6,27,27.57966355,0,0,0
59,0,7450,0,20,6,14,22.90320796,0,0,0
59,1,2431,1,20,5,34,26.34622515,0,0,0
58,0,5053,0,21,5,28,16.54701058,0,0,0
59,0,4265,0,16,3,17,16.73804745,1,0,0
59,1,29604,0,17,5,24,16.80395505,0,0,0
58,2,278,1,18,4,23,28.23922351,0,0,0
59,0,4533,0,20,5,29,22.8881918,0,0,0
58,0,1111,0,29,3,21,29.51247948,1,0,0
60,1,22052,0,22,5,25,15.65,0,0,0
59,1,11952,0,28,5,18,31.87904583,0,0,0
58,1,4644,0,21,6,31,21.40399872,0,0,0
59,1,5248,0,45,7,10,30.89071955,0,0,0
58,1,16281,0,8,4,23,21.72016549,1,0,0
59,1,771,0,14,7,17,9.786236589,7,0,0
58,1,17925,0,24,6,27,33.51976043,0,0,0
59,0,14055,0,15,6,27,37.00980792,0,0,0
59,1,8920,0,16,4,25,15.8931869,1,0,0
59,1,6634,0,23,6,7,15.49310933,1,0,0
58,1,2340,0,6,5,24,39.04935058,0,0,0
58,0,9239,0,14,5,29,22.55205473,0,0,0
58,1,13429,0,30,5,22,20.03165027,0,0,0
59,1,1288,0,11,4,28,14.92418446,0,0,0
59,0,4008,0,19,5,12,24.04244517,1,0,0
59,1,2804,1,14,6,3,25.32701425,0,0,0
36,1,10952,0,9,5,26,18.00091678,0,0,0
59,0,2603,0,8,5,26,18.44999089,1,0,0
59,1,4791,0,6,7,25,12.04256297,0,0,0
58,1,11612,0,8,6,23,36.14611603,0,0,0
58,1,4127,0,23,7,18,13.41805669,0,0,0
59,1,2017,0,4,5,35,25.0882551,1,0,0
59,1,3012,0,15,5,26,31.65090442,0,0,0
59,0,11309,0,30,6,28,37.42020811,0,0,0
60,0,22760,0,8,6,34,10.17335309,0,0,0
59,1,2805,0,6,6,18,35.82502316,0,0,0
36,1,4497,0,23,7,33,31.58246427,0,0,0
58,2,4116,0,19,7,20,8.689352322,0,0,0
58,1,571,0,26,7,30,16.24665958,1,0,0
58,0,38,0,22,6,27,25.01712787,0,0,0
58,2,2595,0,18,6,22,19.59113439,2,0,0
58,0,4501,0,11,6,32,37.8749599,0,0,0
59,0,16862,0,17,5,32,24.04045842,1,0,0
58,1,14423,0,12,5,20,25.49849593,3,0,0
59,0,7633,0,16,6,20,13.78482369,0,0,0
58,1,5553,0,26,5,19,22.69001378,1,0,0
58,1,4570,0,11,6,31,38.37490524,0,0,0
59,0,16091,1,16,5,34,33.51538552,0,0,0
59,2,5136,0,19,7,7,34.95494897,0,0,0
60,1,16257,1,17,5,22,8.39,0,0,0
59,1,8476,0,18,5,22,34.41742522,0,0,0
59,1,3846,0,6,4,25,9.355133854,0,0,0
58,1,4692,1,17,7,19,21.73598818,0,0,0
58,1,27359,0,20,5,31,29.86883347,0,0,0
59,0,6029,0,18,5,20,19.25452474,0,0,0
59,2,6770,0,21,7,13,28.66307444,8,0,0
59,0,17423,0,27,6,16,22.5392443,0,0,0
59,1,13697,0,26,6,31,17.51321376,0,0,0
36,1,22651,2,19,4,16,15.19,0,0,0
58,2,1326,0,17,6,5,30.24553978,0,0,0
59,1,3937,0,13,5,25,22.93603616,0,0,0
59,1,2115,0,29,6,21,22.35338144,0,0,0
59,0,4150,0,14,1,28,25.90237113,0,0,0
58,1,25173,0,24,6,26,15.64257754,0,0,0
59,1,1894,1,10,6,11,37.59609964,0,0,0
58,0,1425,0,12,6,30,27.99192689,0,0,0
58,1,18272,0,25,5,25,35.98260308,0,0,0
59,1,3865,0,16,5,22,13.27363855,1,0,0
59,0,558,0,16,5,14,18.43491421,0,0,0
58,0,4191,2,17,6,13,14.65998903,0,0,0
59,1,3365,0,42,1,25,13.11783991,0,0,0
59,1,19669,0,20,5,31,14.72868527,0,0,0
59,1,4351,0,14,5,23,15.85752827,0,0,0
36,1,6889,0,37,7,34,18.42,1,0,0
58,1,6593,0,17,3,29,21.45555312,0,0,0
59,0,8135,0,10,1,24,29.45394153,0,0,0
58,0,10561,0,26,5,22,18.30118714,0,0,0
59,1,3222,0,15,5,19,35.29103824,0,0,0
59,1,10905,0,18,4,5,24.21359368,0,0,0
59,1,13747,0,7,5,32,34.39659767,0,0,0
59,0,1995,0,14,5,26,34.38347439,1,0,0
59,1,2338,0,26,5,10,32.94353331,0,0,0
59,0,9898,0,34,7,1,8.421791551,1,0,0
59,0,3183,0,19,7,14,25.82292782,0,0,0
59,2,8035,0,12,3,17,8.633318654,0,0,0
59,1,4590,0,6,6,22,24.59646316,0,0,0
60,1,8411,1,14,5,14,27.80508427,2,0,0
59,0,2049,0,38,5,19,20.49192722,1,0,0
59,1,1653,0,23,6,31,16.74246634,0,0,0
59,1,5734,0,6,6,17,19.97878758,1,0,0
58,0,14254,0,6,5,31,18.70783667,1,0,0
60,1,95129,0,64,6,27,30.98,0,0,0
59,1,8758,0,9,2,26,16.88976888,0,0,0
58,0,20332,0,19,5,35,20.34338195,0,0,0
59,1,3860,0,23,5,23,34.52058115,0,0,0
59,1,12269,0,19,7,35,15.40042259,0,0,0
59,1,11956,0,22,5,22,18.73519081,0,0,0
59,1,1076,0,10,5,13,32.31040666,0,0,0
58,0,5766,0,8,6,20,28.97605789,0,0,0
58,0,1067,0,17,3,28,23.93284668,0,0,0
58,0,5484,0,30,3,11,26.3719707,0,0,0
59,1,7804,0,27,6,17,23.67089065,0,0,0
59,1,1708,0,14,5,30,14.6563033,0,0,0
59,1,9116,0,18,7,35,28.12728551,0,0,0
59,0,4095,0,6,6,28,20.57347362,1,0,0
58,0,23919,0,22,6,18,12.8917196,0,0,0
58,1,4398,0,35,7,27,20.37077877,0,0,0
58,1,39311,0,22,6,25,25.43348278,0,0,0
59,1,7127,0,4,7,25,13.65918017,0,0,0
60,1,10459,0,6,4,25,23.03180751,0,0,0
60,0,17183,3,39,2,10,25.3,7,0,0
58,2,10173,0,5,5,27,24.10217083,0,0,0
36,1,4994,0,20,3,4,31.44039344,0,0,0
58,0,6527,0,20,3,28,19.64379335,0,0,0
59,1,14676,0,16,5,9,27.22212418,0,0,0
59,0,2839,0,29,3,33,11.76479933,0,0,0
58,1,7730,0,9,6,26,24.87969214,0,0,0
59,1,12842,0,18,6,18,31.14553155,0,0,0
36,1,4900,1,10,4,20,12.82,0,0,0
58,0,7536,1,6,6,28,39.23278951,0,0,0
59,0,4842,0,42,6,6,13.10977218,1,0,0
59,2,19355,0,20,3,21,32.0350548,0,0,0
36,1,31523,0,36,5,24,34.76,0,0,0
58,1,10175,0,10,5,13,36.38965542,0,0,0
58,1,4154,0,21,7,29,16.78141837,1,0,0
59,2,2180,0,22,7,15,12.01045938,1,0,0
58,0,634,0,20,7,26,22.07346204,0,0,0
36,1,43806,1,19,7,31,10.58,0,0,0
36,1,23990,0,15,6,30,28.3,0,0,0
59,1,5939,0,25,6,26,32.83771927,0,0,0
59,0,9925,0,19,4,34,25.69800982,0,0,0
60,0,3131,0,21,5,23,31.24,0,0,0
59,1,8319,0,15,7,6,35.88910725,2,0,0
58,1,9885,0,26,7,28,33.01932467,0,0,0
36,2,6420,2,17,5,23,6.78,0,0,0
58,1,11480,0,9,6,18,32.44689177,1,0,0
59,0,10787,0,18,5,27,18.63174388,0,0,0
58,0,6517,0,14,6,26,4.462847696,0,0,0
59,2,1252,2,21,5,21,15.45387255,1,0,0
59,1,977,0,6,7,20,31.76577865,0,0,0
59,1,2281,1,21,6,12,16.15637408,2,0,0
59,1,12291,0,16,6,27,20.42630742,0,0,0
59,1,18085,0,8,5,33,14.15310216,1,0,0
58,0,7449,0,18,4,25,8.896400981,0,0,0
60,1,530,2,25,5,21,32.16819792,2,0,0
59,1,2015,0,24,4,15,31.8050987,1,0,0
58,0,3376,0,19,7,23,18.1938033,1,0,0
59,1,7084,0,28,4,14,33.90606262,1,0,0
59,1,1304,0,23,2,12,28.3894458,0,0,0
59,0,1330,0,17,5,14,38.38862295,0,0,0
59,1,1341,2,24,3,23,15.32641643,0,0,0
58,0,22309,0,22,5,15,18.46455838,0,0,0
58,1,9490,0,11,7,15,20.62573636,0,0,0
58,1,2021,0,8,5,18,17.77779105,0,0,0
58,0,10100,0,33,5,27,22.39070935,0,0,0
58,2,8396,0,12,4,30,17.98550988,0,0,0
36,1,25569,0,18,7,33,17.77,0,0,0
59,0,7043,0,16,7,22,18.04102885,0,0,0
59,1,1909,0,13,7,17,34.86407295,0,0,0
36,1,7315,2,21,3,11,11.47,1,0,0
59,0,3085,0,23,1,31,22.85031681,0,0,0
59,1,5506,0,17,7,25,22.44479656,2,0,0
60,1,9317,2,58,4,18,10.26,0,0,0
58,0,3911,0,8,7,28,7.488025884,0,0,0
59,0,10259,0,20,7,20,12.41423559,1,0,0
59,1,9726,0,17,4,25,23.47275571,0,0,0
59,1,4349,0,9,7,31,22.05525312,0,0,0
59,1,356,0,32,6,27,37.09309788,1,0,0
